Geracao,Melhor_X,Melhor_Y,Fitness
732,14.095367,0.843750,-6960.926758
733,14.095367,0.843750,-6960.926758
734,14.095367,0.843750,-6960.926758
735,14.095367,0.843750,-6960.926758
736,14.095367,0.843750,-6960.926758
737,14.095367,0.843750,-6960.926758
738,14.095367,0.843750,-6960.926758
739,14.095367,0.843750,-6960.926758
740,14.095367,0.843750,-6960.926758
741,14.095367,0.843750,-6960.926758
742,14.095367,0.843750,-6960.926758
743,14.095367,0.843750,-6960.926758
744,14.095367,0.843750,-6960.926758
745,14.095367,0.843750,-6960.926758
746,14.095367,0.843750,-6960.926758
747,14.095367,0.843750,-6960.926758
748,14.095367,0.843750,-6960.926758
749,14.095367,0.843750,-6960.926758
750,14.095367,0.843750,-6960.926758
751,14.095367,0.843750,-6960.926758
752,14.095367,0.843750,-6960.926758
753,14.095367,0.843750,-6960.926758
754,14.095367,0.843750,-6960.926758
755,14.095367,0.843750,-6960.926758
756,14.095367,0.843750,-6960.926758
757,14.095367,0.843750,-6960.926758
758,14.095367,0.843750,-6960.926758
759,14.095367,0.843750,-6960.926758
760,14.095367,0.843750,-6960.926758
761,14.095367,0.843750,-6960.926758
762,14.095367,0.843750,-6960.926758
763,14.095367,0.843750,-6960.926758
764,14.095367,0.843750,-6960.926758
765,14.095367,0.843750,-6960.926758
766,14.095367,0.843750,-6960.926758
767,14.095367,0.843750,-6960.926758
768,14.095367,0.843750,-6960.926758
769,14.095367,0.843750,-6960.926758
770,14.095367,0.843750,-6960.926758
771,14.095367,0.843750,-6960.926758
772,14.095367,0.843750,-6960.926758
773,14.095367,0.843750,-6960.926758
774,14.095367,0.843750,-6960.926758
775,14.095367,0.843750,-6960.926758
776,14.095367,0.843750,-6960.926758
777,14.095367,0.843750,-6960.926758
778,14.095367,0.843750,-6960.926758
779,14.095367,0.843750,-6960.926758
780,14.095367,0.843750,-6960.926758
781,14.095367,0.843750,-6960.926758
782,14.095367,0.843750,-6960.926758
783,14.095367,0.843750,-6960.926758
784,14.095367,0.843750,-6960.926758
785,14.095367,0.843750,-6960.926758
786,14.095367,0.843750,-6960.926758
787,14.095367,0.843750,-6960.926758
788,14.095367,0.843750,-6960.926758
789,14.095367,0.843750,-6960.926758
790,14.095367,0.843750,-6960.926758
791,14.095367,0.843750,-6960.926758
792,14.095367,0.843750,-6960.926758
793,14.095367,0.843750,-6960.926758
794,14.095367,0.843750,-6960.926758
795,14.095367,0.843750,-6960.926758
796,14.095367,0.843750,-6960.926758
797,14.095367,0.843750,-6960.926758
798,14.095367,0.843750,-6960.926758
799,14.095367,0.843750,-6960.926758
800,14.095367,0.843750,-6960.926758
801,14.095367,0.843750,-6960.926758
802,14.095367,0.843750,-6960.926758
803,14.095367,0.843750,-6960.926758
804,14.095367,0.843750,-6960.926758
805,14.095367,0.843750,-6960.926758
806,14.095367,0.843750,-6960.926758
807,14.095367,0.843750,-6960.926758
808,14.095367,0.843750,-6960.926758
809,14.095367,0.843750,-6960.926758
810,14.095367,0.843750,-6960.926758
811,14.095367,0.843750,-6960.926758
812,14.095367,0.843750,-6960.926758
813,14.095367,0.843750,-6960.926758
814,14.095367,0.843750,-6960.926758
815,14.095367,0.843750,-6960.926758
816,14.095367,0.843750,-6960.926758
817,14.095367,0.843750,-6960.926758
818,14.095367,0.843750,-6960.926758
819,14.095367,0.843750,-6960.926758
820,14.095367,0.843750,-6960.926758
821,14.095367,0.843750,-6960.926758
822,14.095367,0.843750,-6960.926758
823,14.095367,0.843750,-6960.926758
824,14.095367,0.843750,-6960.926758
825,14.095367,0.843750,-6960.926758
826,14.095367,0.843750,-6960.926758
827,14.095367,0.843750,-6960.926758
828,14.095367,0.843750,-6960.926758
829,14.095367,0.843750,-6960.926758
830,14.095367,0.843750,-6960.926758
831,14.095367,0.843750,-6960.926758
832,14.095367,0.843750,-6960.926758
833,14.095367,0.843750,-6960.926758
834,14.095367,0.843750,-6960.926758
835,14.095367,0.843750,-6960.926758
836,14.095367,0.843750,-6960.926758
837,14.095367,0.843750,-6960.926758
838,14.095367,0.843750,-6960.926758
839,14.095367,0.843750,-6960.926758
840,14.095367,0.843750,-6960.926758
841,14.095367,0.843750,-6960.926758
842,14.095367,0.843750,-6960.926758
843,14.095367,0.843750,-6960.926758
844,14.095367,0.843750,-6960.926758
845,14.095367,0.843750,-6960.926758
846,14.095367,0.843750,-6960.926758
847,14.095367,0.843750,-6960.926758
848,14.095367,0.843750,-6960.926758
849,14.095367,0.843750,-6960.926758
850,14.095367,0.843750,-6960.926758
851,14.095367,0.843750,-6960.926758
852,14.095367,0.843750,-6960.926758
853,14.095367,0.843750,-6960.926758
854,14.095367,0.843750,-6960.926758
855,14.095367,0.843750,-6960.926758
856,14.095367,0.843750,-6960.926758
857,14.095367,0.843750,-6960.926758
858,14.095367,0.843750,-6960.926758
859,14.095367,0.843750,-6960.926758
860,14.095367,0.843750,-6960.926758
861,14.095367,0.843750,-6960.926758
862,14.095367,0.843750,-6960.926758
863,14.095367,0.843750,-6960.926758
864,14.095367,0.843750,-6960.926758
865,14.095367,0.843750,-6960.926758
866,14.095367,0.843750,-6960.926758
867,14.095367,0.843750,-6960.926758
868,14.095367,0.843750,-6960.926758
869,14.095367,0.843750,-6960.926758
870,14.095367,0.843750,-6960.926758
871,14.095367,0.843750,-6960.926758
872,14.095367,0.843750,-6960.926758
873,14.095367,0.843750,-6960.926758
874,14.095367,0.843750,-6960.926758
875,14.095367,0.843750,-6960.926758
876,14.095367,0.843750,-6960.926758
877,14.095367,0.843750,-6960.926758
878,14.095367,0.843750,-6960.926758
879,14.095367,0.843750,-6960.926758
880,14.095367,0.843750,-6960.926758
881,14.095367,0.843750,-6960.926758
882,14.095367,0.843750,-6960.926758
883,14.095367,0.843750,-6960.926758
884,14.095367,0.843750,-6960.926758
885,14.095367,0.843750,-6960.926758
886,14.095367,0.843750,-6960.926758
887,14.095367,0.843750,-6960.926758
888,14.095367,0.843750,-6960.926758
889,14.095367,0.843750,-6960.926758
890,14.095367,0.843750,-6960.926758
891,14.095367,0.843750,-6960.926758
892,14.095367,0.843750,-6960.926758
893,14.095367,0.843750,-6960.926758
894,14.095367,0.843750,-6960.926758
895,14.095367,0.843750,-6960.926758
896,14.095367,0.843750,-6960.926758
897,14.095367,0.843750,-6960.926758
898,14.095367,0.843750,-6960.926758
899,14.095367,0.843750,-6960.926758
900,14.095367,0.843750,-6960.926758
901,14.095367,0.843750,-6960.926758
902,14.095367,0.843750,-6960.926758
903,14.095367,0.843750,-6960.926758
904,14.095367,0.843750,-6960.926758
905,14.095367,0.843750,-6960.926758
906,14.095367,0.843750,-6960.926758
907,14.095367,0.843750,-6960.926758
908,14.095367,0.843750,-6960.926758
909,14.095367,0.843750,-6960.926758
910,14.095367,0.843750,-6960.926758
911,14.095367,0.843750,-6960.926758
912,14.095367,0.843750,-6960.926758
913,14.095367,0.843750,-6960.926758
914,14.095367,0.843750,-6960.926758
915,14.095367,0.843750,-6960.926758
916,14.095367,0.843750,-6960.926758
917,14.095367,0.843750,-6960.926758
918,14.095367,0.843750,-6960.926758
919,14.095367,0.843750,-6960.926758
920,14.095367,0.843750,-6960.926758
921,14.095367,0.843750,-6960.926758
922,14.095367,0.843750,-6960.926758
923,14.095367,0.843750,-6960.926758
924,14.095367,0.843750,-6960.926758
925,14.095367,0.843750,-6960.926758
926,14.095367,0.843750,-6960.926758
927,14.095367,0.843750,-6960.926758
928,14.095367,0.843750,-6960.926758
929,14.095367,0.843750,-6960.926758
930,14.095367,0.843750,-6960.926758
931,14.095367,0.843750,-6960.926758
932,14.095367,0.843750,-6960.926758
933,14.095367,0.843750,-6960.926758
934,14.095367,0.843750,-6960.926758
935,14.095367,0.843750,-6960.926758
936,14.095367,0.843750,-6960.926758
937,14.095367,0.843750,-6960.926758
938,14.095367,0.843750,-6960.926758
939,14.095367,0.843750,-6960.926758
940,14.095367,0.843750,-6960.926758
941,14.095367,0.843750,-6960.926758
942,14.095367,0.843750,-6960.926758
943,14.095367,0.843750,-6960.926758
944,14.095367,0.843750,-6960.926758
945,14.095367,0.843750,-6960.926758
946,14.095367,0.843750,-6960.926758
947,14.095367,0.843750,-6960.926758
948,14.095367,0.843750,-6960.926758
949,14.095367,0.843750,-6960.926758
950,14.095367,0.843750,-6960.926758
951,14.095367,0.843750,-6960.926758
952,14.095367,0.843750,-6960.926758
953,14.095367,0.843750,-6960.926758
954,14.095367,0.843750,-6960.926758
955,14.095367,0.843750,-6960.926758
956,14.095367,0.843750,-6960.926758
957,14.095367,0.843750,-6960.926758
958,14.095367,0.843750,-6960.926758
959,14.095367,0.843750,-6960.926758
960,14.095367,0.843750,-6960.926758
961,14.095367,0.843750,-6960.926758
962,14.095367,0.843750,-6960.926758
963,14.095367,0.843750,-6960.926758
964,14.095367,0.843750,-6960.926758
965,14.095367,0.843750,-6960.926758
966,14.095367,0.843750,-6960.926758
967,14.095367,0.843750,-6960.926758
968,14.095367,0.843750,-6960.926758
969,14.095367,0.843750,-6960.926758
970,14.095367,0.843750,-6960.926758
971,14.095367,0.843750,-6960.926758
972,14.095367,0.843750,-6960.926758
973,14.095367,0.843750,-6960.926758
974,14.095367,0.843750,-6960.926758
975,14.095367,0.843750,-6960.926758
976,14.095367,0.843750,-6960.926758
977,14.095367,0.843750,-6960.926758
978,14.095367,0.843750,-6960.926758
979,14.095367,0.843750,-6960.926758
980,14.095367,0.843750,-6960.926758
981,14.095367,0.843750,-6960.926758
982,14.095367,0.843750,-6960.926758
983,14.095367,0.843750,-6960.926758
984,14.095367,0.843750,-6960.926758
985,14.095367,0.843750,-6960.926758
986,14.095367,0.843750,-6960.926758
987,14.095367,0.843750,-6960.926758
988,14.095367,0.843750,-6960.926758
989,14.095367,0.843750,-6960.926758
990,14.095367,0.843750,-6960.926758
991,14.095367,0.843750,-6960.926758
992,14.095367,0.843750,-6960.926758
993,14.095367,0.843750,-6960.926758
994,14.095367,0.843750,-6960.926758
995,14.095367,0.843750,-6960.926758
996,14.095367,0.843750,-6960.926758
997,14.095367,0.843750,-6960.926758
998,14.095367,0.843750,-6960.926758
999,14.095367,0.843750,-6960.926758
1000,14.095367,0.843750,-6960.926758
